"disease","disease_disbiome_author_svd64_000","disease_disbiome_author_svd64_001","disease_disbiome_author_svd64_002","disease_disbiome_author_svd64_003","disease_disbiome_author_svd64_004","disease_disbiome_author_svd64_005","disease_disbiome_author_svd64_006","disease_disbiome_author_svd64_007","disease_disbiome_author_svd64_008","disease_disbiome_author_svd64_009","disease_disbiome_author_svd64_010","disease_disbiome_author_svd64_011","disease_disbiome_author_svd64_012","disease_disbiome_author_svd64_013","disease_disbiome_author_svd64_014","disease_disbiome_author_svd64_015","disease_disbiome_author_svd64_016","disease_disbiome_author_svd64_017","disease_disbiome_author_svd64_018","disease_disbiome_author_svd64_019","disease_disbiome_author_svd64_020","disease_disbiome_author_svd64_021","disease_disbiome_author_svd64_022","disease_disbiome_author_svd64_023","disease_disbiome_author_svd64_024","disease_disbiome_author_svd64_025","disease_disbiome_author_svd64_026","disease_disbiome_author_svd64_027","disease_disbiome_author_svd64_028","disease_disbiome_author_svd64_029","disease_disbiome_author_svd64_030","disease_disbiome_author_svd64_031","disease_disbiome_author_svd64_032","disease_disbiome_author_svd64_033","disease_disbiome_author_svd64_034","disease_disbiome_author_svd64_035","disease_disbiome_author_svd64_036","disease_disbiome_author_svd64_037","disease_disbiome_author_svd64_038","disease_disbiome_author_svd64_039","disease_disbiome_author_svd64_040","disease_disbiome_author_svd64_041","disease_disbiome_author_svd64_042","disease_disbiome_author_svd64_043","disease_disbiome_author_svd64_044","disease_disbiome_author_svd64_045","disease_disbiome_author_svd64_046","disease_disbiome_author_svd64_047","disease_disbiome_author_svd64_048","disease_disbiome_author_svd64_049","disease_disbiome_author_svd64_050","disease_disbiome_author_svd64_051","disease_disbiome_author_svd64_052","disease_disbiome_author_svd64_053","disease_disbiome_author_svd64_054","disease_disbiome_author_svd64_055","disease_disbiome_author_svd64_056","disease_disbiome_author_svd64_057","disease_disbiome_author_svd64_058","disease_disbiome_author_svd64_059","disease_disbiome_author_svd64_060","disease_disbiome_author_svd64_061","disease_disbiome_author_svd64_062","disease_disbiome_author_svd64_063"
"Undernourishment","1.3603587","-0.080771916","0.050450053","-0.117696345","-0.037493307","-0.0658327","-0.08369751","-0.13481562","-0.026205612","-0.048148207","-0.07385038","-0.04855417","-0.027036078","-0.14819947","-0.17560199","-0.18903112","0.13185064","0.5381255","-0.020623708","-0.7275095","0.21528174","-1.2687726","-0.54659873","-0.34161285","-1.1092865","0.4612933","-0.074520096","1.5001414","-0.42332035","-1.5022902","1.1868695","0.16542831","1.0906307","1.2623371","1.1731128","0.48558262","1.1350443","0.8597111","-0.98331124","2.6887774","-0.4309122","0.908418","-3.1380134","-2.8875391","-0.35256895","-3.013976","1.158086","-2.131269","0.83202094","1.7269677","1.5281667","1.8753752","-0.192844","1.8343499","-0.20188181","-1.9667735","-1.0230981","-1.2806295","0.41846827","-1.5017705","2.7947536","-1.2588451","-1.0988089","3.0864758"
"Urgency urinary incontinence","1.247078","-0.17437758","-0.095676884","0.010950587","-0.015443772","-0.01370346","-0.05873215","-0.09521912","0.033010043","-0.05637008","-0.13438852","-0.13162023","0.014641089","-0.13726003","-0.24968393","-0.04975487","-0.13056624","0.048747238","-0.56032586","-0.76645297","0.5305587","-0.22733136","-1.0182868","-0.082751244","-0.48086417","2.4729986","0.9723682","0.300595","0.39542186","0.55428916","2.074948","-0.10030484","-1.1980902","-0.75197","-0.9919031","1.1360326","-1.2577947","-2.1233442","1.3474368","1.3129538","0.56734496","-2.1869626","-3.5392575","-1.9053702","-0.11961828","-1.9686269","1.1563","0.0653708","1.4159595","0.8620908","3.0997365","-2.9826632","1.2025965","1.9630451","-0.408173","1.2503976","-2.038227","0.005584834","1.3465004","-1.7324988","-0.34531233","-1.4987613","-1.0599412","-0.58431137"
"Urogenital Schistosomiasis","1.1831851","-0.12548505","0.0046589086","-0.050496485","-0.006782126","0.03638176","-0.002390121","-0.044458643","-0.0041253585","0.006936075","-0.051585983","-0.034721237","-0.011751588","0.19945125","-0.11690507","0.22408246","-0.21328792","0.1391313","0.2447781","-0.36660853","0.22381796","-0.26075804","-0.35635394","-2.4292812","0.5662605","0.7948363","-1.5244061","2.4898713","-1.2016273","0.643651","-0.4042891","0.97569","-0.87222064","-0.41106004","1.2212269","0.5621986","0.04407854","1.4605557","-1.8003744","2.2432258","-3.4321294","-1.596285","-1.2492486","0.44071242","-0.8964643","-2.423426","0.9209336","1.524413","-3.7513936","0.90738374","-0.23198058","-0.7121831","-3.6830106","1.2873968","-0.45457724","-0.14187963","-0.78218424","-1.5151119","-1.6793909","-3.2773604","-0.06518633","-2.3448775","-0.22655627","-0.14016746"
"Urolithiasis","1.3101393","-0.17606845","-0.024148252","-0.08143423","0.009790523","0.02868542","-0.093090914","-0.03549699","0.017073866","-0.053497005","-0.1528888","-0.1344037","-0.010868481","0.072394125","-0.10187694","-0.27510568","-0.05722338","-0.27272144","0.50274384","-0.07057217","-0.9882392","-0.33022812","-0.53358424","-1.6595501","-0.45351446","2.1849742","-1.5191922","0.50936246","0.4874069","-0.53257513","-0.09119964","1.9776146","-0.4328008","-1.3027552","-0.10179712","-2.355485","-1.7922268","0.5165405","-1.6216061","1.8349704","0.21146554","0.22699551","-2.0632823","2.64875","-2.4626737","-0.79280734","-0.1305771","-2.844018","-0.7227516","-1.8501582","2.9334416","1.4191402","-0.61027133","-2.664216","-3.2519815","0.8087169","2.0529745","1.0308675","0.37561858","-1.4634762","0.9816775","0.2996297","0.70307165","0.7113543"
"Uveitits","0.8263817","0.00039809052","0.0067662993","0.025576733","0.021821257","-0.00016634728","0.021995911","0.020710729","-0.06785039","0.103189714","-0.06026471","-0.07228163","0.093616575","-0.077015616","0.13240731","0.3423161","-0.34233677","0.048526518","0.084729254","0.6397863","-0.5557045","-0.33929148","1.8975377","0.3766574","1.840553","2.5460908","1.5377754","1.1673062","-4.133806","1.1320336","-0.8171577","1.3961945","-0.70477784","-1.9506978","1.3742548","-1.5614264","0.5319824","2.7482672","1.5415446","-0.13984571","3.050116","2.0887823","3.2919042","-2.4401853","0.8372088","0.56796324","-2.310995","2.8507862","0.110357806","4.917878","-2.6689415","-1.3179322","-1.7784218","-1.0665345","-0.09725048","0.6015974","-3.3683681","-0.711043","-1.8148669","-0.5052873","-0.3428908","-0.7366519","0.75134367","-1.3378806"
"Vestibulodynia","1.3668528","-0.13733454","-0.14864506","-0.021509146","-0.034535836","0.020258756","-0.055047944","-0.17028223","-0.0036403118","-0.0312412","-0.17618717","-0.18430257","-0.01973114","-0.2077919","-0.15998663","-0.25700414","-0.18142788","-0.27483898","0.48507994","0.05090996","-0.42979535","-0.38076097","-0.51769745","0.3938882","-0.77729505","1.2217284","-0.8753459","-0.33107176","-0.71844107","0.6173047","-1.1676866","-1.3390421","0.05520556","-1.2251145","-1.2527986","-0.5957219","-2.368372","2.3184144","-1.0337877","1.3764153","0.43239415","0.17098662","-0.38371816","-0.054106247","1.2149609","2.6101797","2.1571517","0.57337236","-0.6764721","-0.79588985","-0.10721273","-1.2728205","0.8068056","4.403963","0.11610734","0.9279987","1.9318876","-1.641898","-1.4740415","-0.66819763","2.3258324","2.350612","1.8389771","0.2387735"
"Viral respiratory tract infection","1.3035747","-0.18188643","-0.06753824","0.02908002","-0.018600838","0.0067838957","-0.12380449","-0.10031788","-0.042733293","0.10054431","0.045414202","-0.063799754","-0.11717142","-0.08174071","-0.023688264","-0.17226994","0.089228965","-0.11284251","-0.36993706","-0.19860086","-0.54985","-0.035724856","0.5560495","0.3901532","0.9938475","-0.5107461","-2.4412513","-2.0619113","0.53918225","-0.57219267","-1.4003164","-0.24544561","1.09687","1.5056448","-0.4607741","0.811892","-2.648213","-2.959667","-1.400979","0.5743822","-1.1714451","0.6349041","0.12153563","1.4393958","1.5099583","0.20499913","2.2733696","2.487524","0.029612912","1.7784741","1.1927828","-1.142484","0.47941884","-1.5553762","-0.5106123","1.3990521","0.076544374","0.80813164","-0.5328113","-0.29151103","0.18699498","-0.15536085","-2.1963384","1.3226645"
"Vitiligo","1.2931406","-0.21637584","-0.04593057","0.028667212","-0.006931612","0.0060567954","-0.038797855","-0.09036237","0.028302765","-0.09780897","-0.047892433","-0.12031255","-0.020350581","-0.08582566","-0.2569443","0.116154805","0.19846156","-0.09145709","-0.26373485","-0.999459","-0.220439","-0.5277466","-0.6178939","-0.5065977","0.04344555","-0.09208469","1.6761727","-2.318733","-0.9479234","-0.20440444","1.5818738","1.584788","-0.5355529","0.10669164","-0.8949276","-0.09282395","-1.9256675","1.2727604","-0.64421225","-1.1140257","1.5492576","0.47555792","-1.9900371","-1.8876864","-0.32350588","-0.28204557","2.044593","2.1789842","2.8358946","-0.9750692","-2.0952055","-1.3186506","-2.5802739","0.17125972","0.18607515","-1.9971294","2.15923","1.5289959","2.072083","0.7550803","0.23766887","1.346637","-0.97349375","-1.0938979"
"Vogt-Koyagani-Harada disease","1.3253887","-0.21636082","-0.08477517","-0.0020441243","0.014339774","-0.0038723983","-0.04429422","-0.1286516","0.008879371","-0.1186023","-0.102006264","-0.22896422","0.024960665","0.007102847","-0.17052287","0.11261853","0.36497444","-0.0806882","0.07938533","-1.195056","-0.028933953","-0.46330664","-1.2511191","0.13049862","-0.51381576","1.5127078","-0.42597708","-1.8951836","-0.36426842","0.41142264","-0.7937985","0.72486466","-1.3751893","-0.521942","-0.48334","-3.4158947","1.3299174","-1.6887631","0.49530476","0.9098751","0.26205742","2.8118498","-0.5545583","-1.4316782","1.7957231","0.3233012","2.5129576","-1.9861144","-0.3210881","1.6253742","-0.08798374","-1.5026268","1.1318973","0.57828486","1.7794932","-0.27651927","0.7538521","-0.71248543","-0.13033341","0.44333547","0.42314392","-0.28198174","-2.6824498","-3.1609614"
"Vulvar vestibulitis syndrome","1.3316544","-0.17269525","-0.06910491","-0.0009388793","0.04102448","-0.008167731","-0.04361134","-0.036091316","-0.017242836","-0.14258821","-0.029151723","-0.19725084","-0.01940252","-0.049474705","-0.01586417","0.10663931","0.12442373","0.1700664","-0.12821637","-0.30244234","0.761341","-2.2149024","1.6489012","1.5521022e-05","0.04568375","1.1283748","0.6754161","-1.1240346","1.5458763","1.2426686","-0.5045067","2.5292978","-0.5770889","0.80857736","2.0935693","3.3390474","0.8925185","0.85254484","2.3156173","-0.57151043","-2.3470988","1.12216","-1.6834553","2.2580338","-0.16064255","0.8103203","-0.11389393","-0.5839836","-0.18844205","-0.43236744","-1.4386071","0.6222519","0.3203533","-2.3298826","0.73212016","0.034779023","-0.6181522","0.49234155","0.4917094","0.19899061","-1.5188371","-0.6614479","-1.4847255","0.6699753"
"Vulvodynia","1.3632098","-0.17627028","0.0023385948","-0.1259504","-0.017793857","0.008087841","-0.10121054","-0.12809776","-0.015501372","-0.1614177","-0.10510728","-0.18079692","-0.045527413","0.20239112","-0.18751599","-0.178756","0.19378753","0.16711706","0.38956493","-1.1736425","-1.0195296","-1.7516328","-0.33938286","-1.9835594","1.1185205","2.6618462","0.2405679","-0.91499203","0.9232262","0.68825245","-1.9467447","-1.2414993","-1.2396151","0.2670158","4.178554","-1.6753806","1.8617414","1.3791839","-0.33911344","0.72977316","0.18042694","-0.073003404","-2.6578202","0.12453913","1.8460363","0.59228104","-1.0193042","0.81921697","0.67539895","-0.048367765","-2.3525424","-1.099607","-1.8073887","-0.6459734","-0.7241155","1.2136941","-2.69475","0.0022508923","-0.918092","-1.3592447","0.30172774","-2.0058057","-0.7261888","-1.1633816"
"Whipple's disease","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Wilson's disease","1.275159","-0.14177993","0.10805231","0.2617143","-0.03708095","-0.013109091","-0.0949154","-0.09823779","-0.022735836","-0.11216976","-0.054961387","-0.061122153","0.054741256","-0.088744454","-0.15868747","-0.04434485","-0.2626213","0.022278031","0.21564332","0.16619572","-0.10524439","-0.5036947","1.529733","0.5231857","1.1191192","-0.40845108","-0.90198267","-0.0341993","-0.17910798","0.6260395","-2.643322","0.034433655","2.0286431","-0.23013763","-0.29231057","1.3487376","2.119826","-2.5318165","-2.5651028","1.2433971","0.94586873","1.0331681","-0.288148","1.397822","-1.3597454","-0.91410226","1.0918009","-2.2366655","1.7719122","-0.7565484","-0.110560715","-0.13300292","-0.89914924","-1.8729132","-1.1335807","-2.333307","-2.6463642","1.6910223","1.2181873","0.17153516","-1.0377828","0.33378842","0.84875524","-1.6884683"
"Wiskott-Aldrich syndrome","1.3117313","-0.20634368","-0.072803564","0.011210529","-0.042143643","-0.025934625","-0.12841253","-0.12325135","-0.020717384","0.0062372684","-0.086376205","-0.107551545","0.12858154","-0.10579726","0.13401692","-0.09533924","-0.12806715","0.16687237","0.094643526","0.3727637","-0.8100974","-0.028867727","0.121128485","-0.8039124","0.3643084","1.0291123","-0.16271204","0.8133962","0.18678802","1.0247725","1.967375","-2.1331172","-0.035921667","-2.1189651","-0.88679093","0.42389858","5.572977","1.4198887","-1.8338057","0.5455598","-0.72941315","2.6318176","0.810352","-1.966735","-1.3468012","0.95459026","-0.5790798","-2.7953296","1.8999466","-0.5074655","2.2390125","-0.40781373","0.53681237","-0.6871208","-0.82461685","0.91991067","2.3989701","1.0125184","-1.5011715","0.16066198","2.6334355","-1.611758","0.25069904","-2.5359557"
"X-linked inhibitor of apoptosis deficiency","1.1058983","-0.3890755","-0.13461125","0.050362382","-0.016345747","0.02045146","-0.11521678","-0.23947625","-0.015204231","-0.14511959","-0.10651145","-0.16930398","-0.10608861","-0.36120898","-0.08198592","-0.25181997","-0.19527537","-0.20413508","-0.7346812","-0.44114262","0.29550052","0.1012698","-0.81809515","3.8566985","-1.922709","-0.59933794","-0.31189907","-0.20449214","1.2719715","-2.644654","2.3250723","0.44538304","-0.6163529","-2.5343804","1.5951551","-1.5581399","-0.3692428","2.745757","-1.9529616","-0.03427569","1.3930012","-1.2789217","1.4928004","-0.41637525","3.29417","-1.3383857","1.8834298","-2.8328052","-1.1803489","1.9235771","0.5912318","1.07263","-1.5711935","0.9210671","0.06817338","1.4059284","1.2254872","0.2668451","-0.245343","1.0694829","-1.3693329","-1.7126117","0.10456672","-0.96617997"
"abdominal bloating","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"abdominal dysfunction","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"acne","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"acne vulgaris","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"acute anterior uveitis","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"acute diarrhea","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
