"disease","disease_peryton_author_svd64_000","disease_peryton_author_svd64_001","disease_peryton_author_svd64_002","disease_peryton_author_svd64_003","disease_peryton_author_svd64_004","disease_peryton_author_svd64_005","disease_peryton_author_svd64_006","disease_peryton_author_svd64_007","disease_peryton_author_svd64_008","disease_peryton_author_svd64_009","disease_peryton_author_svd64_010","disease_peryton_author_svd64_011","disease_peryton_author_svd64_012","disease_peryton_author_svd64_013","disease_peryton_author_svd64_014","disease_peryton_author_svd64_015","disease_peryton_author_svd64_016","disease_peryton_author_svd64_017","disease_peryton_author_svd64_018","disease_peryton_author_svd64_019","disease_peryton_author_svd64_020","disease_peryton_author_svd64_021","disease_peryton_author_svd64_022","disease_peryton_author_svd64_023","disease_peryton_author_svd64_024","disease_peryton_author_svd64_025","disease_peryton_author_svd64_026","disease_peryton_author_svd64_027","disease_peryton_author_svd64_028","disease_peryton_author_svd64_029","disease_peryton_author_svd64_030","disease_peryton_author_svd64_031","disease_peryton_author_svd64_032","disease_peryton_author_svd64_033","disease_peryton_author_svd64_034","disease_peryton_author_svd64_035","disease_peryton_author_svd64_036","disease_peryton_author_svd64_037","disease_peryton_author_svd64_038","disease_peryton_author_svd64_039","disease_peryton_author_svd64_040","disease_peryton_author_svd64_041","disease_peryton_author_svd64_042","disease_peryton_author_svd64_043","disease_peryton_author_svd64_044","disease_peryton_author_svd64_045","disease_peryton_author_svd64_046","disease_peryton_author_svd64_047","disease_peryton_author_svd64_048","disease_peryton_author_svd64_049","disease_peryton_author_svd64_050","disease_peryton_author_svd64_051","disease_peryton_author_svd64_052","disease_peryton_author_svd64_053","disease_peryton_author_svd64_054","disease_peryton_author_svd64_055","disease_peryton_author_svd64_056","disease_peryton_author_svd64_057","disease_peryton_author_svd64_058","disease_peryton_author_svd64_059","disease_peryton_author_svd64_060","disease_peryton_author_svd64_061","disease_peryton_author_svd64_062","disease_peryton_author_svd64_063"
"Sickle cell disease","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Silicosis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Sjögren Syndrome","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Skin and mucosal infections","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Small intestine neoplasm","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Smoking","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Spinal Cord Injury","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Spinal cord injury","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Spleen deficiency syndrome","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Spondyloarthritis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Stevens-Johnson syndrome","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Stomach cancer","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Systemic Lupus Erythematosus","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Systemic inflammatory response syndrome","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Systemic lupus erythematosus","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Systemic sclerosis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"T2D with hyperlipidemia","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"T2D with hypertension","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"T2D with hypertension and hyperlipidemia","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tetratricopeptide repeat domain 7A deficiency","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Thyroid carcinoma","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tongue cancer","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Trachoma","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Transient Ischemic Attack","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Traumatic Brain Injury","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Traumatic brain injury","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Trichomonas vaginalis infection","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tuberculosis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Type 1 Diabetes","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Type 1 diabetes","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Type 1 diabetes mellitus","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Type 2 Diabetes","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
